Judul,penulis,Dosen Pembimbing I,Dosen Pembimbing II,abstrak
PENGEMBANGAN MEDIA PEMBELAJARAN BERBASIS AUGMENTEED REALITY PADA MATERI KEKAYAAN SUMBER ENERGI DI INDONESIA UNTUK KELAS 4,Penulis : Vivi Eka Putri,"Andika Adinanda Siswoyo, S.Pd., M.Pd","Ana Naimatul Jannah, S.Pd., M.Pd","ABSTRAK
Tujuan penelitian pengembangan ini adalah (1) mengetahui kevalidan pengembangan media sumber energi alternatif berbasis augmented reality, (2) mengetahui keefektifan pengembangan media sumber energi alternatif berbasis augmented reality , (3) mengetahui kemenarikan pengembangan media sumber energi alternatif berbasis augmented reality untuk kelas IV. Penelitian pengembangan ini menggunakan model pengembangan ADDIE. Berdasarkan hasil penelitian yang dilakukan, diperoleh hasil bahwa presentase kevalidan rata-rata media pembelajaran sumber energi alternatif berbasis augmented reality sebesar 81% dalam kategori valid. Keefektifan media pembelajaran sumber energi alternatif berbasis augmented reality diukur dari observasi guru sebesar 94% dalam kategori sangat efektif, observasi aktivitas siswa sebesar 96% dalam kategori sangat efektif dan presentase ketuntasan klasikal sebesar 100% dalam kategori tuntas sehingga dapat disimpulkan media sumber energi alternatif berbasis augmented reality sangat efektif digunakan pada pembelajaran. Kemenarikan diukur dari presentase hasil angket respon siswa sebesar 93% dengan kategori sangat menarik. Berdasarkan hasil penelitian makan media sumber energi alternatif berbasis augmented reality valid, efektif dan menarik digunakan pada tema 9 subtema 1 materi kekayaan sumber energi di indonesia kelas IV.
Kata Kunci: Pengembangan Media sumber energi alternatif berbasis augmented reality pada Tema 9 Subtema 1 "
PENGEMBANGAN MULTIMEDIA INTERAKTIF SIAR (SIKLUS AIR) PADA TEMA 8 LINGKUNGAN SAHABAT KITA SUBTEMA 1 UNTUK MENINGKATKAN HASIL BELAJAR SISWA KELAS V,Penulis : Aminatuz Zahro,"Isna Ida Mardiyana, S.Pd., M.Pd.","Bagus Rahmad Wijaya, S.Pd., M.Pd.","ABSTRAK

Media pembelajaran merupakan salah satu penunjang pembelajaran yang penting. Media yang dikembangkan peneliti ini adalah media dua dimensi yang di oprasikan menggunakan komputer atau android yang berisikan meteri siklus air tema 8 subtema . penelitian ini bertujuan untuk mengembangkan multimedia interaktif SIAR yang valid, efektif dan menarik. Subjek penelitian adalah 31 siswa kelas V SDN 6 Gresik. Penelitian pengembangan ini menggunakan model pengembangan 4D Thiagarajan yang di modifikasi Wanda (2018:8). Hasil penelitian menunjukkan bahwa: (1) hasil kevalidan media memperoleh rata-rata sebesar 84% dengan kategori sangat valid; (2) hasil keefektifan berdasarkan  tes hasil belajar siswa memperoleh 95% dengan kategori tuntas; (3) hasil kemenarikan memperoleh rata-rata sebesar 92,2% pada kategori sangat menarik. Berdasarkan hasil tersebut dapat disimpulkan bahwa multimedia interaktif SIAR yang dikembangkan valid, efektif dan menarik sehingga layak untuk digunakan dalam pembelajaran.
Kata kunci: Multimedia Interaktif SIAR, Tema 8 Subtema 1, Model Pengembangan 4D
"
PENGEMBANGAN MEDIA PEMBELAJARAN âMACANâ (MACAM-MACAM CANDI) BERBASIS AUGMENTED REALITY UNTUK KELAS IV SD ,Penulis : Trisna Sasmika ,"Fachrur Rozie, S.Pd., M.Pd.","Aditya Dyah Puspitasari, S.Pd., M.Pd.","ABSTRAK Tujuan penelitian dan pengembangan ini adalah untuk mengetahui kevalidan, keefektifan, dan kemenarikan media Augmented Reality macam-macam candi untuk siswa kelas IV. Model penelitian dan pengembangan ini menggunakan model Kemp and Dayton yang diadaptasi dari Ramansyah yaitu: (1) tujuan umum pembelajaran, (2) tujuan khusus pembelajaran, (3) karakteristik audiens, (4) isi materi, (5) Treatment, (6) Storyboard, (7) Naskah, (8) Developting, Editing, and Mixing, (9) Testing and Revising. Kevalidan media Augmented Reality macam-macam candi diperoleh dari validator 85,1% (sangat valid). Keefektifan media Augmented Reality macam-macam candi diperoleh dari lembar observasi aktivitas guru 97,2% (sangat efektif), lembar observasi aktivitas siswa 96% (sangat efektif), dan ketuntasan klasikal hasil belajar siswa 88% (8 siswa tuntas dan 1 siswa disetiap pembelajaran tidak tuntas) sehingga keefektifan media Augmented Reality macam-macam candi (efektif). Kemenarikan media Augmented Reality macam-macam candi diperoleh dari angket respon siswa sebesar 83,61% (sangat menarik). Hasil penelitian dan pengembangan media Augmented Reality macam-macam candi menunjukkan kriteria sangat valid, sangat efektif, dan sangat menarik sehingga dapat digunakan media pembelajaran untuk kelas IV.  
Kata Kunci: Media Augmented Reality, Macam-macam Candi. "
PENGEMBANGAN MEDIA PEMBELAJARAN MAKET WISATA MADURA TEMA 8 SUBTEMA 1 KELAS IV DI UPTD SDN KAMAL 1 KABUPATEN BANGKALAN,Penulis : Fani Sonia Sari,"Priyono Tri Febrianto, S.Sos., M.Si.","Conny Dian Sumadi, S.Pd., M.Pd.","ABSTRAK
Penelitian dan pengembangan ini bertujuan untuk mengembangkan Media Pembelajaran Maket Wisata Madura  berdasarkan kevalidan, kemenarikan, dan keefektifan media pembelajaran. Penelitian pengembangan ini menggunakan model Borg and Gall. Berdasarkan hasil validasi ahli media, ahli desain pembelajaran, dan ahli materi pelajaran memperoleh rata-rata persentase 74.98% dengan keterangan valid. Hasil kemenarikan  diperoleh dari angket respon siswa terhadap media memperoleh persentase 88.33% dengan keterangan menarik. Dan untuk keefektifan diperoleh dari tes hasil belajar memperoleh  100% dengan keterangan sangat efektif.
Kata Kunci: Media Pembelajaran, Maket Wisata Madura.
"
"PENGEMBANGAN MEDIA PEMBELAJARAN DIORAMA âDENRAPATââ DENAH RAMBU 
PETUNJUK ARAH DAN TEMPAT PADA TEMA 8 SUBTEMA 3 KELAS III",Penulis : Ulul fadilah ikhsani,"Sulaiman S.Pd.,M.Pd","Ade Cyntia Pritasari, S.Pd.,M.Pd","ABSTRAK
Penelitian pengembangan ini mengatasi solusi pada permasalahan yang ada dalam pembelajaran kelas III UPTD 
SDN Socah 3. Penggunaan media yang dapat menjadikan pembelajaran kurang efektif. Hal ini disebabkan oleh
beberapa faktor yaitu salah satunya adalah fakto biaya. Sehingga berdampak pada peserta didik yaitu peserta 
didik sulit dalam memahami materi yang di sampaikan oleh guru pada Pembelajaran Tematik Sekolah dasar
Kelas III Tema 8 Subtema 3. Maka dengan hal tersebut menggunakan jalur alternatif untuk pemecahan masalah 
yaitu dengan mengembangakan media pembelajaran diorama âDENRAPATâ Denah Rambu Petunjuk Arah dan 
Tempat. Pengembangan tersebut bertujuan untuk menghasilkan sebuah media yang valid, efektif, dan menarik. 
Penelitian ini menggunakan model pengembangan Borg and Gall yang telah diadaptasi oleh Adelina. Hasil 
penelitian ini menunjukkan bahwa: (1) Hasil uji coba kevalidan media pembelajaran berdasarkan persentase 
validasi para ahli yang telah dihitung rata-rata, mendapatkan nilai sebesar 79% dan dapat disimpulkan bahwa 
produk yang dikembangkan berada pada kriteria valid. (2) Hasil uji kemenarikan berdasarkan respon siswa pada 
uji coba perorangan diperoleh 90% dan uji coba terbatas diperoleh 96,7% maka disimpulkan bahwa produk 
yang dikembangkan berada pada kategori sangat menarik. (3) Hasil uji keefektifan berdasarkan hasil belajar 
siswa. pada uji coba terbatas hasil belajar siswa sebesar 100% maka disimpulkan bahwa produk yang 
dikembangkan pada kategori sangat efektif. Kesimpulan penelitian ini adalah media pembelajaran diorama
âDENRAPATâ Denah Rambu Petunjuk Arah Dan Tempat sangat layak digunakan pada pembelajaran Tema 8
Sub Tema 3 Kelas III Semester II di UPTD SDN Socah 3.
Kata Kunci : Media Pembelajaran, Denah Rambu Petunjuk Arah Dan Tempat"
"PENGEMBANGAN PERANGKAT PEMBELAJARAN MENGGUNAKAN METODE
PROBLEM SOLVING BERBASIS HOTS UNTUK MENINGKATKAN
KETERAMPILAN PROSES SAINS SISWA KELAS IV DI UPTD SDN 57 GRESIK",Penulis : Dwi Leviana Umar,"Isna Ida Madiyana, S.Pd., M.Pd.","Conny Dian Sumadi, S.Pd., M.Pd.","ABSTRAK
Tujuan penelitian pengembangan ini adalah (1) mengetahui kevalidan perangkat pemeblajaran dengan
menggunakan metode problem solving berbasis HOTS, (2) mengetahui keefektifan pengembangan perangkat
pembelajaran dengan menggunakan metode problem solving berbasis HOTS, dan (3) mengetahui kemenarikan
pengembangan perangkat pembelajaran dengan menggunakan metode problem solving berbasis HOTS.
Penelitian pengembangan ini menggunakan model pengembangan 4D. Berdasarkan hasil penelitian yang
dilakukan, diperolah hasil bahwa presentase kevalidan rata-rata perangkat pembelajaran dengan menggunakan
metode problem solving berbasis HOTS sebesar 84% dalam kategori valid. Keefektifan perangkat pembelajaran
dengan menggunakan metode problem solving berbasis HOTS diukur dari observasi aktivitas guru sebesar 90%
dalam kategori sangat aktif , observasi aktivitas siswa sebesar 73% dalam kategori aktif, presentase ketuntasan
klasikal sebesar 92% dalam kategori, dan adanya peningkatan keterampilan proses sains siswa sebesar 42%
dengan kategori sedang sehingga dapat disimpulkan bahwa perangkat pembelajaran dengan menggunakan
metode problem solving berbasis HOTS efektif digunakan pada pembelajaran. Kemenarikan diukur dari
presentase presentase hasil angket respon siswa sebesar 80% dengan kategori menarik. Berdasarkan hasil
penelitian maka perangkat pembelajaran dengan menggunakan metode problem solving berbasis HOTS valid,
efektif dan menarik digunakan pada Tema 8 Subtema 1 materi gaya dan gerak kelas IV
Kata Kunci: Pengembangan Perangkat Pembelajaran Menggunakan Metode Problem Solving Berbasis HOTS"
"PENGEMBANGAN MEDIA PEMBELAJARAN CULTURE BOX TEMA 1 SUBTEMA
1 MATERI KEBERAGAMAN BUDAYA BANGSAKU KELAS IV DI SEKOLAH
DASAR",Penulis : Vita Mahdani,"Priyono Tri Febrianto, S.Sos., M.Si.","Ade Cyntia Pritasari, S.Pd., M.Pd.","ABSTRAK
Tujuan penelitian dan pengembangan ini adalah untuk mengetahui kevalidan, keefektifan, dan kemenarikan media Culture Box untuk siswa kelas IV. Model penelitian dan pengembangan ini menggunakan model Borg and Gall yang diadaptasi oleh Sugiyono. Berdasarkan hasil penelitian yang dilakukan, diperoleh hasil bahwa presentase validasi rata-rata media Culture Box sebesar 76%,  dalam kategori valid. Keefektifan media pembelajaran Culture Box ditinjau dari tes hasil belajar siswa yang dilakukan pada tahap uji coba produk memperoleh presentase sebesar 100% masuk kedalam kategori sangat efektik. Kemenarikan media pembelajaran Culture Box dilihat dari hasil angket respon siswa pada uji coba produk memperoleh presentase sebesar 92,5% masuk kedalam kategori sangat menarik. Berdasarkan hasil penelitian maka media pembelajaran Culture Box valid,efektif,dan menarik sehingga dapat digunakan untuk pembeljaaran di kelas IV.
Kata Kunci: Media Culture Box, Keragaman Budaya Bangsaku"
PENGEMBANGAN PERANGKAT PEMBELAJARAN MENGGUNAKAN MODEL PROBLEM BASED LEARNING (PBL) BERBASIS EKSPERIMEN UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR KREATIF SISWA KELAS V TEMA 6 SUBTEMA 2 UPTD SDN KAMAL 2,Penulis : Qurrotul Aini,"Isna Ida Mardiyana., S. Pd., M. Pd","Ade Cyntia Pritasari., S. Pd., M. Pd","ABSTRAK

Perangkat pembelajaran yang dikembangkan dalam penelitian ini berupa Rencana Pelaksanaan Pembelajaran (RPP), Handout, Lembar Kerja Siswa (LKS), dan tes kemampuan berpikir kreatif. Penelitian ini bertujuan untuk mengembangkan perangkat pembelajaran menggunakan model PBL berbasis eksperimen untuk meningkatkan kemampuan berpiki kreatif yang valid, efektif, dan menarik dalam pembelajaran di kelas V A UPTD SDN Kamal 2. Penelitian ini menggunakan model 4D (Define, Design, Develop, dan Dissaminate) diadaptasi dari Mulyatiningsih  (2019: 195) berupa model 4D (Define, Design, Develop, dan Dissaminate).  Hasil penelitian ini menujukkan bahwa: (1) Hasil kevalidan diperoleh dari validasi ahli sebesar 82,5 % dengan kategori valid; (2) Hasil keefektifan belajar siswa secara individu diatas 85% yang berkategori ketuntasan belajar sangat tinggi, sedangkan ketuntasan belajar secara klasikal diperoleh 100% dan peningkatan kemmapuan berpikir kreatif sangat tinggi karena diatas >70%; (3) Hasil kemenarikan penggunaan perangkat pembelajaran >85% dengan kategori sangat menarik. Berdasarkan hasil tersebut dapat disimpulkan bahwa perangkat pembelajaran valid, efektif, dan menarik sehingga layak digunakan dalam proses pembelajaran.

Kata Kunci: Perangkat Pembelajaran model PBL berbasis eksperimen, Berpikir kreatif, Model pengembangan 4D.
"
Pengembangan Bahan Ajar Rumah Adat Nusantara untuk Meningkatkan Komunikasi Ilmiah Siswa Kelas IV Tema 7 Indahnya Keberagaman Negeriku,Penulis : Ida Rosida Agustina,"Priyono Tri Febrianto, S.Sos., M.Si.","Agung Setyawan, S.Pd., M.Pd.","Bahan ajar modul merupakan alat bantu atau sumber belajar siswa untuk meningkat komunikasi ilmiah siswa secara lisan dalam proses pembelajaran. Bahan ajar ini  juga dapat membantu guru dalam penyampaian materi mengenai rumah adat di Indonesia secara detail. Tujuan penelitian pengembangan ini adalah mengembangkan bahan ajar dilihat dari kevalidan, kepraktisan, dan keefektifan. Prosedur untuk mengembangan bahan ajar ini menggunakan prosedur 4D yang memiliki 4 tahapan yaitu, 1) define, 2) design, 3) development, 4) dessiminate. Hasil kevalidan yang diperoleh dari 4 validator ahli, yaitu ahli desain pembelajaran, ahli materi, ahli bahasa, dan ahli media. Setelah dijumlahkan hasil dari 4 validator tersebut mendapatkan persentase 85,25% (sangat valid). Kepraktisan bahan ajar modul diperoleh dari lembar keterlaksanaan RPP dan lembar angket respon siswa. Lembar keterlaksanaan RPP mendapatkan persentase sebesar 87,5% (sangat praktis), sedangkan dari angket respon siswa mendapatkan  persentasi sebesar 80,53% (praktis). Keefektifan bahan ajar dilihat dari ketuntasan tes yang diperoleh siswa dan dari observasi kegiatan siswa. Ketuntasan tes yang diperoleh siswa mendapatkan persentase sebesar 87,5% (sangat efektif) dan untuk ketuntasan belajar klasikal mendapatkan persentase sebesar 85,71% (sangat efektif), sedangkan dari lembar observasi siswa mendapatkan persentase sebesar 87,5% (sangat efektif).

Kata Kunci : Bahan Ajar, Komunikasi Ilmiah
"
Pengembangan Perangkat Pembelajaran Menggunakan Model PBL Untuk Meningkatkan Kemampuan Berpikir Kreatif dan Literasi Sains Siswa Kelas V TEMA 7 SUBTEMA 2 Di UPTD SDN Ngagel 02 PATI,Penulis : Fitri Wulandari,"Isna Ida Mardiyana,S.Pd., M.Pd","Tyasmiarni Citrawati, S.Pd., M.Pd","Penelitian ini menggunakan model 4D adapun tujuan penelitian ini adalah 1) Untuk mengetahui kevalidan pengembangan perangkat pembelajaran dilihat dari validasi ahli dan keterbacaan modul. 2) Untuk mengetahui keefektifan pengembangan perangkat pembelajaran dilihat dari hasil belajar ditinjau dari tes kemampuan berpikir kreatif dan literasi sains siswa dan hasil dari aktivitas guru dan siswa. 3) Untuk mengetahui kemenarikan pengembangan perangkat pembelajaran dilihat dari angket respon siswa. Berdasarkan hasil penelitian yang dilakukan, diperoleh hasil bahwa presentase kevalidan rata-rata perangkat pembelajaran adalah sebesar 85% dalam kategori sangat valid. Keefektifan perangkat pembelajaran dilihat dari aktivitas guru sebesar 92% dan aktivitas siswa sebanyak 75% dan hasil belajar siswa diperoleh hasil berkategori tinggi. Ketuntasan klasikal diperoleh nilai 100% dikatakan tuntas apabila melebihi >75% jadi dapat dikategorikan tuntas . Peningkatan kemampuan berpikir kreatif dan literasi sains siswa menggunakan uji N-Gain diperoleh nilai berkategori tinggi karena >70. Kemenarikan diukur dari presentase hasil angket respon siswa sebesar 86% dengan kategori sangat menarik. Berdasarkan hasil penelitian maka perangkat pembelajaran dapat dikatakan valid, efektif dan menarik digunakan pada tema 7 subtema 2 materi pengaruh kalor terhadap perubahan suhu dan perubahan wujud benda pada siswa kelas V di SDN Ngagel 02 PATI.

Kata Kunci: Pengembangan Perangkat Pembelajaran Menggunakan Model PBL untuk Meningkatkan Kemampuan Berpikir Kreatif dan Literasi Sains Siswa kelas V SDN Ngagel 02 PATI.

"
Hubungan Tingkat Kemampuan Berpikir Kritis Dengan Hasil Belajar Siswa Kelas IV Sekolah Dasar SDNU Kanjeng Sepuh Sidayu Gresik,Penulis : Lailatul Karimah,"Fachrur Rozie,S.Pd.,M.Pd","Bagus Rahmad Wijaya,S.Pd.,M.Pd","Penelitian ini bertujuan untuk mengetahui hubungan kemampuan berpikir kritis siswa dengan hasil belajar siswa kelas IV Sekolah Dasar. Penelitian ini merupakan penelitian kuantitatif dengan desain Non Experimental Desain yang dilaksanakan pada kelas IV SDNU Kanjeng Sepuh Gresik sejumlah 24 siswa. Teknik pengambilan sampel yang digunakan adalah sampel jenuh. Teknik pengumpulan data yang digunaan adalah tes. Berdasarkan hasil uji hipotesis menggunakan uji korelasi sederhana diperoleh Thitung= 46,9 > Ttabel = 2,0639 maka dapat diambil keputusan Ho ditolak yang artinya terdapat hubungan signifikansi secara parsial antara kemampuan berpikir kritis siswa dengan hasil belajar siswa.  Berdasarkan hasil uji korelasi kemampuan berpikir kritis siswa dengan hasil belajar siswa maka dapat disimpulkan bahwa terdapat hubungan yang positif antara kemampuan berpikir kritis siswa dengan hasil belajar siswa kelas IV Sekolah Dasar."
Pengembangan Multimedia Interaktuf Berbasis Android Kelas IV Subtema Keragaman Suku Bangsa dan Agama di Negeriku,Penulis : Yefta Armada,"Andika Adinanda Siswoyo, S.Pd., M.Pd","Ade Cyntia Pritasari, S.Pd., M.Pd","Pembelajaran mulai berubah semenjak berkembangnya zaman di era globalisasi dengan ditandai dengan ditandai dengan adanya produk dan pemanfaatan teknologi informasi sebagai pembelajaran yang moderen. Penelitian pengembangan ini bertujuan untuk mengembangkan produk multimedia interaktif berbasis android seubtema keragaman suku bangsa dan agama di negeriku pada pembelajaran 3 berdasarkan kevalidan, kemenarikan, dan keefektifan. Penelitian ini merupakan research and development (R&D). berdasarkan hasil validasi yang diperoleh dari ahli validator presentase kevalidan ahli desain pembelajaran 71,42% (valid), ahli materi pembelajaran 88,33% (sangat valid), ahli media pembelajaran 91,67 % (sangat valid). Hasil kemenarikan berdasarkan hasil angket respon siswa pada tahap uji coba produk diperoleh presentase sebesar 91,67% (menarik). Hasil keefektifan pada uji coba produk menggunakan lembar observasi aktivitas guru diperoleh presentase sebesar 82,35% (aktif), lembar aktivitas siswa diperoleh presentase sebesar 86,27% (aktif). Sementara hasil belajar diperoleh presentase sebesar 100% (tuntas). Penelitian ini dilakukan selama pandemi covid-19 sehingga dalam uji lapangan tahap uji coba pemakian tidak dapat dilaksanakan. Kesimpulan penelitian ini bahwa multimedia interaktif berbasis android subtema keragaman suku bangsa dan agama di negeriku pada pembelajaran 3 layak untuk digunakan dalam pembelajaran di kelas IV sekolah dasar.  

Kata Kunci : Pengembangan Multimedia Interaktif Berbasis Android Subtema Keragaman Suku Bangsa dan Agama di Negeriku, Research and development (R&D).
"
